[2020.06.02 15:52:19] | INFO  | [Node2D.gd] [_ready()] >> 1 animal born

[2020.06.02 22:57:14] | INFO  | [Node2D.gd] [_ready()] >> 4219 animal dead

[2020.06.02 22:57:18] | INFO  | [Node2D.gd] [_ready()] >> 4102 animal dead

[2020.06.02 22:57:23] | INFO  | [Node2D.gd] [_ready()] >> 4252 animal dead

[2020.06.02 22:57:24] | INFO  | [Node2D.gd] [_ready()] >> 4103 animal dead

[2020.06.02 22:57:26] | INFO  | [Node2D.gd] [_ready()] >> 4100 animal dead

[2020.06.02 22:57:34] | INFO  | [Node2D.gd] [_ready()] >> 4214 animal dead

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4255 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4256 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4257 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4258 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4259 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4260 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4261 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4262 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4263 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4264 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4265 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4266 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4267 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4268 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4269 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4270 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4271 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4272 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4273 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4274 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4275 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4276 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4277 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4278 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4279 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4280 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4281 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4282 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4283 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4284 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4285 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4286 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4287 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4288 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4289 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4290 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4291 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4292 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4293 animal born

[2020.06.02 22:57:38] | INFO  | [Node2D.gd] [_ready()] >> 4294 animal born

[2020.06.02 22:57:42] | INFO  | [Node2D.gd] [_ready()] >> 4255 animal dead

[2020.06.02 22:57:42] | INFO  | [Node2D.gd] [_ready()] >> 4262 animal dead

[2020.06.02 22:57:51] | INFO  | [Node2D.gd] [_ready()] >> 4295 animal born

[2020.06.02 22:57:51] | INFO  | [Node2D.gd] [_ready()] >> 4296 animal born

[2020.06.02 22:57:51] | INFO  | [Node2D.gd] [_ready()] >> 4297 animal born

[2020.06.02 22:57:51] | INFO  | [Node2D.gd] [_ready()] >> 4298 animal born

[2020.06.02 22:57:51] | INFO  | [Node2D.gd] [_ready()] >> 4299 animal born

[2020.06.02 22:57:52] | INFO  | [Node2D.gd] [_ready()] >> 4300 animal born

[2020.06.02 22:57:52] | INFO  | [Node2D.gd] [_ready()] >> 4294 animal dead

[2020.06.02 22:57:52] | INFO  | [Node2D.gd] [_ready()] >> 4301 animal born

[2020.06.02 22:57:52] | INFO  | [Node2D.gd] [_ready()] >> 4302 animal born

[2020.06.02 22:57:52] | INFO  | [Node2D.gd] [_ready()] >> 4303 animal born

[2020.06.02 22:57:53] | INFO  | [Node2D.gd] [_ready()] >> 4304 animal born

[2020.06.02 22:57:53] | INFO  | [Node2D.gd] [_ready()] >> 4305 animal born

[2020.06.02 22:57:53] | INFO  | [Node2D.gd] [_ready()] >> 4306 animal born

[2020.06.02 22:57:53] | INFO  | [Node2D.gd] [_ready()] >> 4307 animal born

[2020.06.02 22:57:53] | INFO  | [Node2D.gd] [_ready()] >> 4308 animal born

[2020.06.02 22:57:53] | INFO  | [Node2D.gd] [_ready()] >> 4309 animal born

[2020.06.02 22:57:53] | INFO  | [Node2D.gd] [_ready()] >> 4310 animal born

[2020.06.02 22:57:54] | INFO  | [Node2D.gd] [_ready()] >> 4311 animal born

[2020.06.02 22:57:54] | INFO  | [Node2D.gd] [_ready()] >> 4278 animal dead

[2020.06.02 22:57:58] | INFO  | [Node2D.gd] [_ready()] >> 4312 animal born

[2020.06.02 22:57:59] | INFO  | [Node2D.gd] [_ready()] >> 4313 animal born

[2020.06.02 22:58:00] | INFO  | [Node2D.gd] [_ready()] >> 4314 animal born

[2020.06.02 22:58:01] | INFO  | [Node2D.gd] [_ready()] >> 4315 animal born

[2020.06.02 22:58:02] | INFO  | [Node2D.gd] [_ready()] >> 4316 animal born

[2020.06.02 22:58:03] | INFO  | [Node2D.gd] [_ready()] >> 4313 animal dead

[2020.06.02 22:58:05] | INFO  | [Node2D.gd] [_ready()] >> 4317 animal born

[2020.06.02 22:58:07] | INFO  | [Node2D.gd] [_ready()] >> 4318 animal born

[2020.06.02 22:58:07] | INFO  | [Node2D.gd] [_ready()] >> 4319 animal born

[2020.06.02 22:58:07] | INFO  | [Node2D.gd] [_ready()] >> 4320 animal born

[2020.06.02 22:58:08] | INFO  | [Node2D.gd] [_ready()] >> 4321 animal born

[2020.06.02 22:58:12] | INFO  | [Node2D.gd] [_ready()] >> 4322 animal born

[2020.06.02 22:58:12] | INFO  | [Node2D.gd] [_ready()] >> 4323 animal born

[2020.06.02 22:58:13] | INFO  | [Node2D.gd] [_ready()] >> 4324 animal born

[2020.06.02 22:58:15] | INFO  | [Node2D.gd] [_ready()] >> 4267 animal dead

[2020.06.02 22:58:15] | INFO  | [Node2D.gd] [_ready()] >> 4325 animal born

[2020.06.02 22:58:15] | INFO  | [Node2D.gd] [_ready()] >> 4326 animal born

[2020.06.02 22:58:17] | INFO  | [Node2D.gd] [_ready()] >> 4327 animal born

[2020.06.02 22:58:18] | INFO  | [Node2D.gd] [_ready()] >> 4303 animal dead

[2020.06.02 22:58:20] | INFO  | [Node2D.gd] [_ready()] >> 4291 animal dead

[2020.06.02 22:58:21] | INFO  | [Node2D.gd] [_ready()] >> 4328 animal born

[2020.06.02 22:58:23] | INFO  | [Node2D.gd] [_ready()] >> 4329 animal born

[2020.06.02 22:58:23] | INFO  | [Node2D.gd] [_ready()] >> 4330 animal born

[2020.06.02 22:58:25] | INFO  | [Node2D.gd] [_ready()] >> 4331 animal born

[2020.06.02 22:58:27] | INFO  | [Node2D.gd] [_ready()] >> 4332 animal born

[2020.06.02 22:58:27] | INFO  | [Node2D.gd] [_ready()] >> 4333 animal born

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4256 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4257 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4259 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4260 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4261 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4263 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4264 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4265 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4268 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4269 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4270 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4271 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4272 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4273 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4274 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4275 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4276 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4277 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4279 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4280 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4281 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4282 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4283 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4284 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4285 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4286 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4287 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4288 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4289 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4290 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4292 animal dead

[2020.06.02 22:58:28] | INFO  | [Node2D.gd] [_ready()] >> 4293 animal dead

[2020.06.02 22:58:32] | INFO  | [Node2D.gd] [_ready()] >> 4334 animal born

[2020.06.02 22:58:33] | INFO  | [Node2D.gd] [_ready()] >> 4335 animal born

[2020.06.02 22:58:36] | INFO  | [Node2D.gd] [_ready()] >> 4336 animal born

[2020.06.02 22:58:37] | INFO  | [Node2D.gd] [_ready()] >> 4337 animal born

[2020.06.02 22:58:38] | INFO  | [Node2D.gd] [_ready()] >> 4338 animal born

[2020.06.02 22:58:38] | INFO  | [Node2D.gd] [_ready()] >> 4339 animal born

[2020.06.02 22:58:39] | INFO  | [Node2D.gd] [_ready()] >> 4340 animal born

[2020.06.02 22:58:40] | INFO  | [Node2D.gd] [_ready()] >> 4336 animal dead

[2020.06.02 22:58:41] | INFO  | [Node2D.gd] [_ready()] >> 4341 animal born

[2020.06.02 22:58:41] | INFO  | [Node2D.gd] [_ready()] >> 4296 animal dead

[2020.06.02 22:58:41] | INFO  | [Node2D.gd] [_ready()] >> 4298 animal dead

[2020.06.02 22:58:41] | INFO  | [Node2D.gd] [_ready()] >> 4299 animal dead

[2020.06.02 22:58:42] | INFO  | [Node2D.gd] [_ready()] >> 4300 animal dead

[2020.06.02 22:58:42] | INFO  | [Node2D.gd] [_ready()] >> 4342 animal born

[2020.06.02 22:58:43] | INFO  | [Node2D.gd] [_ready()] >> 4308 animal dead

[2020.06.02 22:58:43] | INFO  | [Node2D.gd] [_ready()] >> 4309 animal dead

[2020.06.02 22:58:44] | INFO  | [Node2D.gd] [_ready()] >> 4311 animal dead

[2020.06.02 22:58:45] | INFO  | [Node2D.gd] [_ready()] >> 4343 animal born

[2020.06.02 22:58:46] | INFO  | [Node2D.gd] [_ready()] >> 4344 animal born

[2020.06.02 22:58:47] | INFO  | [Node2D.gd] [_ready()] >> 4345 animal born

[2020.06.02 22:58:48] | INFO  | [Node2D.gd] [_ready()] >> 4312 animal dead

[2020.06.02 22:58:50] | INFO  | [Node2D.gd] [_ready()] >> 4314 animal dead

[2020.06.02 22:58:52] | INFO  | [Node2D.gd] [_ready()] >> 4315 animal dead

[2020.06.02 22:58:52] | INFO  | [Node2D.gd] [_ready()] >> 4346 animal born

[2020.06.02 22:58:52] | INFO  | [Node2D.gd] [_ready()] >> 4316 animal dead

[2020.06.02 22:58:55] | INFO  | [Node2D.gd] [_ready()] >> 4317 animal dead

[2020.06.02 22:58:57] | INFO  | [Node2D.gd] [_ready()] >> 4319 animal dead

[2020.06.02 22:58:57] | INFO  | [Node2D.gd] [_ready()] >> 4347 animal born

[2020.06.02 22:58:57] | INFO  | [Node2D.gd] [_ready()] >> 4320 animal dead

[2020.06.02 22:58:58] | INFO  | [Node2D.gd] [_ready()] >> 4348 animal born

[2020.06.02 22:59:00] | INFO  | [Node2D.gd] [_ready()] >> 4349 animal born

[2020.06.02 22:59:01] | INFO  | [Node2D.gd] [_ready()] >> 4350 animal born

[2020.06.02 22:59:01] | INFO  | [Node2D.gd] [_ready()] >> 4351 animal born

[2020.06.02 22:59:02] | INFO  | [Node2D.gd] [_ready()] >> 4323 animal dead

[2020.06.02 22:59:03] | INFO  | [Node2D.gd] [_ready()] >> 4352 animal born

[2020.06.02 22:59:03] | INFO  | [Node2D.gd] [_ready()] >> 4324 animal dead

[2020.06.02 22:59:05] | INFO  | [Node2D.gd] [_ready()] >> 4326 animal dead

[2020.06.02 22:59:07] | INFO  | [Node2D.gd] [_ready()] >> 4353 animal born

[2020.06.02 22:59:07] | INFO  | [Node2D.gd] [_ready()] >> 4341 animal dead

[2020.06.02 22:59:11] | INFO  | [Node2D.gd] [_ready()] >> 4328 animal dead

[2020.06.02 22:59:13] | INFO  | [Node2D.gd] [_ready()] >> 4354 animal born

[2020.06.02 22:59:14] | INFO  | [Node2D.gd] [_ready()] >> 4337 animal dead

[2020.06.02 22:59:15] | INFO  | [Node2D.gd] [_ready()] >> 4355 animal born

[2020.06.02 22:59:15] | INFO  | [Node2D.gd] [_ready()] >> 4331 animal dead

[2020.06.02 22:59:16] | INFO  | [Node2D.gd] [_ready()] >> 4356 animal born

[2020.06.02 22:59:17] | INFO  | [Node2D.gd] [_ready()] >> 4333 animal dead

[2020.06.02 22:59:18] | INFO  | [Node2D.gd] [_ready()] >> 4357 animal born

[2020.06.02 22:59:20] | INFO  | [Node2D.gd] [_ready()] >> 4343 animal dead

[2020.06.02 22:59:22] | INFO  | [Node2D.gd] [_ready()] >> 4334 animal dead

[2020.06.02 22:59:26] | INFO  | [Node2D.gd] [_ready()] >> 4358 animal born

[2020.06.02 22:59:28] | INFO  | [Node2D.gd] [_ready()] >> 4339 animal dead

[2020.06.02 22:59:29] | INFO  | [Node2D.gd] [_ready()] >> 4359 animal born

[2020.06.02 22:59:29] | INFO  | [Node2D.gd] [_ready()] >> 4340 animal dead

[2020.06.02 22:59:31] | INFO  | [Node2D.gd] [_ready()] >> 4360 animal born

[2020.06.02 22:59:32] | INFO  | [Node2D.gd] [_ready()] >> 4342 animal dead

[2020.06.02 22:59:38] | INFO  | [Node2D.gd] [_ready()] >> 4361 animal born

[2020.06.02 22:59:40] | INFO  | [Node2D.gd] [_ready()] >> 4362 animal born

[2020.06.02 22:59:40] | INFO  | [Node2D.gd] [_ready()] >> 4305 animal dead

[2020.06.02 22:59:48] | INFO  | [Node2D.gd] [_ready()] >> 4348 animal dead

[2020.06.02 22:59:52] | INFO  | [Node2D.gd] [_ready()] >> 4363 animal born

[2020.06.02 23:00:00] | INFO  | [Node2D.gd] [_ready()] >> 4364 animal born

[2020.06.02 23:00:05] | INFO  | [Node2D.gd] [_ready()] >> 4355 animal dead

[2020.06.02 23:00:08] | INFO  | [Node2D.gd] [_ready()] >> 4357 animal dead

[2020.06.02 23:00:20] | INFO  | [Node2D.gd] [_ready()] >> 4306 animal dead

[2020.06.02 23:00:22] | INFO  | [Node2D.gd] [_ready()] >> 4307 animal dead

[2020.06.02 23:00:26] | INFO  | [Node2D.gd] [_ready()] >> 4365 animal born

[2020.06.02 23:00:26] | INFO  | [Node2D.gd] [_ready()] >> 4350 animal dead

[2020.06.02 23:00:30] | INFO  | [Node2D.gd] [_ready()] >> 4363 animal dead

[2020.06.02 23:00:32] | INFO  | [Node2D.gd] [_ready()] >> 4365 animal dead

[2020.06.02 23:00:39] | INFO  | [Node2D.gd] [_ready()] >> 4304 animal dead

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4366 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4367 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4368 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4369 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4370 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4371 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4372 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4373 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4374 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4375 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4376 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4377 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4378 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4379 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4380 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4381 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4382 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4383 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4384 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4385 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4386 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4387 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4388 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4389 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4390 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4391 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4392 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4393 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4394 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4395 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4396 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4397 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4398 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4399 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4400 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4401 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4402 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4403 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4404 animal born

[2020.06.02 23:00:44] | INFO  | [Node2D.gd] [_ready()] >> 4405 animal born

[2020.06.02 23:00:48] | INFO  | [Node2D.gd] [_ready()] >> 4372 animal dead

[2020.06.02 23:00:48] | INFO  | [Node2D.gd] [_ready()] >> 4390 animal dead

[2020.06.02 23:00:48] | INFO  | [Node2D.gd] [_ready()] >> 4400 animal dead

[2020.06.02 23:00:58] | INFO  | [Node2D.gd] [_ready()] >> 4406 animal born

[2020.06.02 23:00:58] | INFO  | [Node2D.gd] [_ready()] >> 4407 animal born

[2020.06.02 23:00:58] | INFO  | [Node2D.gd] [_ready()] >> 4408 animal born

[2020.06.02 23:00:58] | INFO  | [Node2D.gd] [_ready()] >> 4409 animal born

[2020.06.02 23:00:58] | INFO  | [Node2D.gd] [_ready()] >> 4410 animal born

[2020.06.02 23:00:58] | INFO  | [Node2D.gd] [_ready()] >> 4411 animal born

[2020.06.02 23:00:58] | INFO  | [Node2D.gd] [_ready()] >> 4412 animal born

[2020.06.02 23:00:59] | INFO  | [Node2D.gd] [_ready()] >> 4413 animal born

[2020.06.02 23:00:59] | INFO  | [Node2D.gd] [_ready()] >> 4414 animal born

[2020.06.02 23:00:59] | INFO  | [Node2D.gd] [_ready()] >> 4415 animal born

[2020.06.02 23:00:59] | INFO  | [Node2D.gd] [_ready()] >> 4416 animal born

[2020.06.02 23:00:59] | INFO  | [Node2D.gd] [_ready()] >> 4417 animal born

[2020.06.02 23:00:59] | INFO  | [Node2D.gd] [_ready()] >> 4418 animal born

[2020.06.02 23:00:59] | INFO  | [Node2D.gd] [_ready()] >> 4386 animal dead

[2020.06.02 23:00:59] | INFO  | [Node2D.gd] [_ready()] >> 4419 animal born

[2020.06.02 23:00:59] | INFO  | [Node2D.gd] [_ready()] >> 4420 animal born

[2020.06.02 23:00:59] | INFO  | [Node2D.gd] [_ready()] >> 4369 animal dead

[2020.06.02 23:01:01] | INFO  | [Node2D.gd] [_ready()] >> 4367 animal dead

[2020.06.02 23:01:05] | INFO  | [Node2D.gd] [_ready()] >> 4421 animal born

[2020.06.02 23:01:06] | INFO  | [Node2D.gd] [_ready()] >> 4422 animal born

[2020.06.02 23:01:07] | INFO  | [Node2D.gd] [_ready()] >> 4423 animal born

[2020.06.02 23:01:08] | INFO  | [Node2D.gd] [_ready()] >> 4424 animal born

[2020.06.02 23:01:08] | INFO  | [Node2D.gd] [_ready()] >> 4425 animal born

[2020.06.02 23:01:10] | INFO  | [Node2D.gd] [_ready()] >> 4426 animal born

[2020.06.02 23:01:10] | INFO  | [Node2D.gd] [_ready()] >> 4427 animal born

[2020.06.02 23:01:10] | INFO  | [Node2D.gd] [_ready()] >> 4373 animal dead

[2020.06.02 23:01:11] | INFO  | [Node2D.gd] [_ready()] >> 4374 animal dead

[2020.06.02 23:01:11] | INFO  | [Node2D.gd] [_ready()] >> 4428 animal born

[2020.06.02 23:01:13] | INFO  | [Node2D.gd] [_ready()] >> 4429 animal born

[2020.06.02 23:01:14] | INFO  | [Node2D.gd] [_ready()] >> 4430 animal born

[2020.06.02 23:01:15] | INFO  | [Node2D.gd] [_ready()] >> 4431 animal born

[2020.06.02 23:01:16] | INFO  | [Node2D.gd] [_ready()] >> 4432 animal born

[2020.06.02 23:01:17] | INFO  | [Node2D.gd] [_ready()] >> 4433 animal born

[2020.06.02 23:01:18] | INFO  | [Node2D.gd] [_ready()] >> 4434 animal born

[2020.06.02 23:01:18] | INFO  | [Node2D.gd] [_ready()] >> 4435 animal born

[2020.06.02 23:01:19] | INFO  | [Node2D.gd] [_ready()] >> 4436 animal born

[2020.06.02 23:01:19] | INFO  | [Node2D.gd] [_ready()] >> 4437 animal born

[2020.06.02 23:01:19] | INFO  | [Node2D.gd] [_ready()] >> 4438 animal born

[2020.06.02 23:01:20] | INFO  | [Node2D.gd] [_ready()] >> 4439 animal born

[2020.06.02 23:01:20] | INFO  | [Node2D.gd] [_ready()] >> 4440 animal born

[2020.06.02 23:01:21] | INFO  | [Node2D.gd] [_ready()] >> 4441 animal born

[2020.06.02 23:01:22] | INFO  | [Node2D.gd] [_ready()] >> 4442 animal born

[2020.06.02 23:01:26] | INFO  | [Node2D.gd] [_ready()] >> 4443 animal born

[2020.06.02 23:01:26] | INFO  | [Node2D.gd] [_ready()] >> 4444 animal born

[2020.06.02 23:01:26] | INFO  | [Node2D.gd] [_ready()] >> 4445 animal born

[2020.06.02 23:01:31] | INFO  | [Node2D.gd] [_ready()] >> 4446 animal born

[2020.06.02 23:01:32] | INFO  | [Node2D.gd] [_ready()] >> 4447 animal born

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4366 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4368 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4370 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4371 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4375 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4376 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4377 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4378 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4379 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4380 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4382 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4383 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4385 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4387 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4388 animal dead

[2020.06.02 23:01:34] | INFO  | [Node2D.gd] [_ready()] >> 4389 animal dead

